time;temperature;wind;wind_direction;gust;phenomenon;pressure;humidity;uv_index;moon;moon_direction;day;date;areal;city;prob;fish;features
0;17;2;С;12;['пасмурно', ' дождь'];737;0.95;0;0.27;-1;197;2020-07-15;Московская область;Москва;0.73;судак;[(('пасмурно', 0, 0), 1.0, 0.026538684075780854), (('moon', 1, 18), 0.19, 0.03143477883547752), (('moon', 0, 6), 0.27, 0.043161994703766415), (('wind', 0, 0), 2.0, 0.05763661812088568)]
3;17;0;штиль;0;['пасмурно', ' небольшой дождь', ' дымка'];736;0.96;0;0.27;-1;197;2020-07-15;Московская область;Москва;0.8;судак;[(('moon', 1, 18), 0.19, 0.03143477883547752), (('moon', 0, 6), 0.27, 0.04337938600811425), (('gust', 0, 0), 0.0, 0.05813378618048745), (('wind', 0, 0), 0.0, 0.05840025448452204)]
6;17;1;ЮВ;0;['пасмурно', ' ливень'];737;0.95;1;0.27;-1;197;2020-07-15;Московская область;Москва;0.83;судак;[(('пасмурно', 0, 0), 1.0, 0.026538684075780854), (('moon', 0, 6), 0.27, 0.04337938600811425), (('wind', 0, 0), 1.0, 0.05840025448452204), (('gust', 0, 0), 0.0, 0.061991361938063205)]
9;18;1;ЮВ;0;['пасмурно', ' небольшой дождь', ' дымка'];737;0.87;2;0.27;-1;197;2020-07-15;Московская область;Москва;0.8;судак;[(('пасмурно', 0, 0), 1.0, 0.026538684075780854), (('moon', 0, 6), 0.27, 0.04337938600811425), (('wind', 0, 0), 1.0, 0.05840025448452204), (('gust', 0, 0), 0.0, 0.06722469527139655)]
12;19;2;ЮВ;0;['пасмурно'];737;0.72;3;0.27;-1;197;2020-07-15;Московская область;Москва;0.82;судак;[(('пасмурно', 0, 0), 1.0, 0.026538684075780854), (('moon', 0, 6), 0.27, 0.04337938600811425), (('wind', 0, 0), 2.0, 0.05493358781785539), (('gust', 0, 0), 0.0, 0.06722469527139655)]
15;17;6;ЮВ;17;['пасмурно', ' небольшой дождь'];737;0.86;2;0.27;-1;197;2020-07-15;Московская область;Москва;0.62;судак;[(('moon', 0, 0), 0.27, 0.023605197930474206), (('пасмурно', 0, 0), 1.0, 0.026538684075780854), (('moon', 1, 18), 0.19, 0.033357612485066385), (('moon', 0, 6), 0.27, 0.0456497458565991)]
18;17;5;ЮВ;14;['облачно', ' небольшой дождь'];737;0.76;1;0.27;-1;197;2020-07-15;Московская область;Москва;0.68;судак;[(('humidity', 2, 0), 0.94, 0.022508414291022988), (('moon', 0, 0), 0.27, 0.022771864597140878), (('moon', 0, 6), 0.27, 0.0456497458565991), (('wind', 0, 0), 5.0, 0.06928299493247987)]
21;15;6;ЮВ;10;['пасмурно', ' небольшой дождь'];737;0.82;0;0.27;-1;197;2020-07-15;Московская область;Москва;0.67;судак;[(('moon', 0, 0), 0.27, 0.023358374861070494), (('пасмурно', 0, 0), 1.0, 0.024371099496709254), (('gust', 0, 0), 10.0, 0.035504279179407405), (('moon', 0, 6), 0.27, 0.045432354552251274)]
0;14;5;В;9;['пасмурно', ' небольшой дождь'];737;0.86;0;0.19;-1;198;2020-07-16;Московская область;Москва;0.63;судак;[(('пасмурно', 0, 0), 1.0, 0.041820696270902805), (('moon', 0, 6), 0.27, 0.04272743651946438), (('gust', 0, 0), 9.0, 0.04368609736122558), (('wind', 0, 0), 5.0, 0.04653358781785538)]
3;13;4;В;9;['пасмурно', ' дождь'];736;0.94;0;0.19;-1;198;2020-07-16;Московская область;Москва;0.59;судак;[(('пасмурно', 0, 0), 1.0, 0.041820696270902805), (('moon', 0, 6), 0.27, 0.04272743651946438), (('gust', 0, 0), 9.0, 0.05277700645213468), (('wind', 0, 0), 4.0, 0.05493358781785539)]
6;14;4;З;8;['пасмурно', ' дождь'];737;0.96;0;0.19;-1;198;2020-07-16;Московская область;Москва;0.64;судак;[(('humidity', 2, 0), 0.86, 0.01657190635451505), (('пасмурно', 0, 0), 1.0, 0.041820696270902805), (('wind', 0, 0), 4.0, 0.04900840218426315), (('gust', 0, 0), 8.0, 0.07161934935944686)]
9;15;3;З;8;['пасмурно', ' дождь'];738;0.9;1;0.19;-1;198;2020-07-16;Московская область;Москва;0.59;судак;[(('moon', 2, 9), 0.27, 0.015489719418160122), (('wind', 0, 0), 3.0, 0.041499105059234695), (('пасмурно', 0, 0), 1.0, 0.041820696270902805), (('gust', 0, 0), 8.0, 0.06638601602611352)]
12;17;3;ЮЗ;8;['пасмурно', ' небольшой дождь', ' гроза'];740;0.83;2;0.19;-1;198;2020-07-16;Московская область;Москва;0.6;судак;[(('ЮЗ', 0, 0), 1.0, 0.028645794410268093), (('пасмурно', 0, 0), 1.0, 0.0345191089693155), (('wind', 0, 0), 3.0, 0.04653358781785538), (('gust', 0, 0), 8.0, 0.07161934935944686)]
15;16;5;З;10;['пасмурно', ' дождь'];741;0.9;1;0.19;-1;198;2020-07-16;Московская область;Москва;0.58;судак;[(('moon', 1, 18), 0.27, 0.01865759433825059), (('gust', 0, 0), 10.0, 0.035504279179407405), (('пасмурно', 0, 0), 1.0, 0.041820696270902805), (('wind', 0, 0), 5.0, 0.05336577172590136)]
18;16;5;З;11;['пасмурно', ' дождь'];742;0.88;1;0.19;-1;198;2020-07-16;Московская область;Москва;0.56;судак;[(('moon', 1, 18), 0.27, 0.01865759433825059), (('moon', 2, 15), 0.27, 0.019402258230638098), (('пасмурно', 0, 0), 1.0, 0.03343359949670926), (('wind', 0, 0), 5.0, 0.06100213536226498)]
21;15;4;ЮЗ;10;['малооблачно', ' небольшой дождь'];743;0.9;0;0.19;-1;198;2020-07-16;Московская область;Москва;0.61;судак;[(('moon', 2, 6), 0.27, 0.020237830921149107), (('ЮЗ', 0, 0), 1.0, 0.028645794410268093), (('gust', 0, 0), 10.0, 0.040022797697925924), (('wind', 0, 0), 4.0, 0.05000025448452204)]
0;15;4;З;8;['пасмурно'];743;0.9;0;0.12;-1;199;2020-07-17;Московская область;Москва;0.62;судак;[(('moon', 1, 18), 0.27, 0.01865759433825059), (('пасмурно', 0, 0), 1.0, 0.03343359949670926), (('gust', 0, 0), 8.0, 0.0467853372133622), (('wind', 0, 0), 4.0, 0.056612148537495556)]
3;15;4;З;8;['пасмурно'];743;0.92;0;0.12;-1;199;2020-07-17;Московская область;Москва;0.6;судак;[(('moon', 1, 18), 0.27, 0.01865759433825059), (('пасмурно', 0, 0), 1.0, 0.03343359949670926), (('gust', 0, 0), 8.0, 0.046141106444131434), (('wind', 0, 0), 4.0, 0.056612148537495556)]
6;15;4;З;7;['пасмурно', ' небольшой дождь'];744;0.9;1;0.12;-1;199;2020-07-17;Московская область;Москва;0.57;судак;[(('moon', 2, 9), 0.27, 0.016484414378372322), (('пасмурно', 0, 0), 1.0, 0.03343359949670926), (('gust', 0, 0), 7.0, 0.05523201553504052), (('wind', 0, 0), 4.0, 0.056612148537495556)]
9;17;5;З;9;['пасмурно', ' небольшой дождь'];744;0.78;2;0.12;-1;199;2020-07-17;Московская область;Москва;0.55;судак;[(('moon', 2, 9), 0.27, 0.016484414378372322), (('пасмурно', 0, 0), 1.0, 0.03343359949670926), (('wind', 0, 0), 5.0, 0.04496577172590136), (('gust', 0, 0), 9.0, 0.05067538691344263)]
12;18;5;З;9;['пасмурно', ' небольшой дождь'];745;0.72;3;0.12;-1;199;2020-07-17;Московская область;Москва;0.55;судак;[(('moon', 2, 9), 0.27, 0.016484414378372322), (('пасмурно', 0, 0), 1.0, 0.041820696270902805), (('gust', 0, 0), 9.0, 0.05067538691344263), (('wind', 0, 0), 5.0, 0.05336577172590136)]
15;19;4;З;10;['облачно', ' небольшой дождь'];746;0.65;2;0.12;-1;199;2020-07-17;Московская область;Москва;0.53;судак;[(('moon', 2, 9), 0.27, 0.01609979899375694), (('humidity', 1, 12), 0.94, 0.016170523243693977), (('gust', 0, 0), 10.0, 0.04261743316209265), (('wind', 0, 0), 4.0, 0.0451307766134869)]
18;19;4;З;9;['облачно', ' небольшой дождь'];746;0.68;1;0.12;-1;199;2020-07-17;Московская область;Москва;0.54;судак;[(('moon', 2, 9), 0.27, 0.014646293260359902), (('gust', 0, 0), 9.0, 0.03641422460594292), (('moon', 1, 18), 0.19, 0.03672049312119181), (('wind', 0, 0), 4.0, 0.05336577172590136)]
21;17;2;З;7;['пасмурно'];747;0.77;0;0.12;-1;199;2020-07-17;Московская область;Москва;0.58;судак;[(('moon', 1, 18), 0.19, 0.03143477883547752), (('пасмурно', 0, 0), 1.0, 0.035601184075780855), (('gust', 0, 0), 7.0, 0.047040570003139937), (('wind', 0, 0), 2.0, 0.04989910505923469)]
0;15;2;З;4;['малооблачно'];747;0.88;0;0.06;-1;200;2020-07-18;Московская область;Москва;0.54;судак;[(('moon', 2, 9), 0.27, 0.014646293260359902), (('moon', 1, 18), 0.19, 0.03672049312119181), (('gust', 0, 0), 4.0, 0.04626497087459963), (('wind', 0, 0), 2.0, 0.056612148537495556)]
3;13;2;З;4;['пасмурно'];747;0.93;0;0.06;-1;200;2020-07-18;Московская область;Москва;0.6;судак;[(('moon', 1, 18), 0.19, 0.03143477883547752), (('пасмурно', 0, 0), 1.0, 0.035601184075780855), (('gust', 0, 0), 4.0, 0.047040570003139937), (('wind', 0, 0), 2.0, 0.05336577172590136)]
6;15;3;СЗ;4;['пасмурно'];748;0.86;1;0.06;-1;200;2020-07-18;Московская область;Москва;0.56;судак;[(('пасмурно', 0, 0), 1.0, 0.0272140873015873), (('moon', 1, 18), 0.19, 0.03143477883547752), (('gust', 0, 0), 4.0, 0.047040570003139937), (('wind', 0, 0), 3.0, 0.05840025448452204)]
9;18;3;СЗ;8;['облачно', ' небольшой дождь'];748;0.73;2;0.06;-1;200;2020-07-18;Московская область;Москва;0.56;судак;[(('moon', 2, 6), 0.19, 0.020237830921149107), (('moon', 1, 18), 0.19, 0.02374247114316983), (('wind', 0, 0), 3.0, 0.05840025448452204), (('gust', 0, 0), 8.0, 0.06064999761256755)]
12;18;3;СЗ;8;['малооблачно', ' небольшой дождь'];749;0.73;3;0.06;-1;200;2020-07-18;Московская область;Москва;0.54;судак;[(('moon', 2, 6), 0.19, 0.020237830921149107), (('moon', 1, 18), 0.19, 0.02902818542888412), (('gust', 0, 0), 8.0, 0.055416664279234217), (('wind', 0, 0), 3.0, 0.05840025448452204)]
15;19;4;СЗ;9;['облачно', ' небольшой дождь'];749;0.65;2;0.06;-1;200;2020-07-18;Московская область;Москва;0.53;судак;[(('moon', 2, 6), 0.19, 0.020237830921149107), (('moon', 1, 18), 0.19, 0.02902818542888412), (('gust', 0, 0), 9.0, 0.0455659180105775), (('wind', 0, 0), 4.0, 0.05840025448452204)]
18;19;4;СЗ;9;['малооблачно', ' небольшой дождь'];749;0.66;1;0.06;-1;200;2020-07-18;Московская область;Москва;0.51;судак;[(('moon', 2, 6), 0.19, 0.020237830921149107), (('moon', 1, 18), 0.12, 0.03998558907999974), (('gust', 0, 0), 9.0, 0.0508030565189489), (('wind', 0, 0), 4.0, 0.05840025448452204)]
21;16;2;СЗ;7;['малооблачно'];749;0.82;0;0.06;-1;200;2020-07-18;Московская область;Москва;0.5;судак;[(('moon', 2, 6), 0.19, 0.020237830921149107), (('moon', 1, 18), 0.12, 0.04767789677230743), (('gust', 0, 0), 7.0, 0.051562893696696505), (('wind', 0, 0), 2.0, 0.05840025448452204)]
0;14;2;З;4;['ясно'];750;0.93;0;0.02;-1;201;2020-07-19;Московская область;Москва;0.51;судак;[(('moon', 2, 9), 0.19, 0.014646293260359902), (('gust', 0, 0), 4.0, 0.04626877604963769), (('moon', 1, 18), 0.12, 0.04767789677230743), (('wind', 0, 0), 2.0, 0.056612148537495556)]
3;13;2;З;4;['ясно'];750;0.94;0;0.02;-1;201;2020-07-19;Московская область;Москва;0.52;судак;[(('moon', 2, 9), 0.19, 0.014646293260359902), (('gust', 0, 0), 4.0, 0.04293544271630435), (('moon', 1, 18), 0.12, 0.04767789677230743), (('wind', 0, 0), 2.0, 0.056612148537495556)]
6;14;3;З;4;['малооблачно'];750;0.89;1;0.02;-1;201;2020-07-19;Московская область;Москва;0.52;судак;[(('moon', 2, 9), 0.19, 0.014646293260359902), (('moon', 1, 18), 0.12, 0.04239218248659314), (('gust', 0, 0), 4.0, 0.04293544271630435), (('wind', 0, 0), 3.0, 0.056612148537495556)]
9;19;2;СЗ;5;['ясно'];750;0.72;2;0.02;-1;201;2020-07-19;Московская область;Москва;0.52;судак;[(('moon', 2, 6), 0.12, 0.019000988815885946), (('moon', 1, 18), 0.12, 0.03998558907999974), (('gust', 0, 0), 5.0, 0.05732046945427227), (('wind', 0, 0), 2.0, 0.05840025448452204)]
12;22;3;СЗ;7;['малооблачно'];750;0.58;4;0.02;-1;201;2020-07-19;Московская область;Москва;0.55;судак;[(('moon', 2, 6), 0.12, 0.020237830921149107), (('moon', 1, 18), 0.12, 0.03998558907999974), (('gust', 0, 0), 7.0, 0.05208713612093893), (('wind', 0, 0), 3.0, 0.05840025448452204)]
15;23;4;СЗ;8;['облачно'];750;0.48;3;0.02;-1;201;2020-07-19;Московская область;Москва;0.56;судак;[(('moon', 2, 6), 0.12, 0.020237830921149107), (('moon', 1, 18), 0.12, 0.03998558907999974), (('gust', 0, 0), 8.0, 0.055420469454272266), (('wind', 0, 0), 4.0, 0.05840025448452204)]
18;22;3;СЗ;8;['малооблачно'];749;0.51;1;0.02;-1;201;2020-07-19;Московская область;Москва;0.54;судак;[(('moon', 2, 6), 0.12, 0.020237830921149107), (('moon', 1, 18), 0.06, 0.04767789677230743), (('gust', 0, 0), 8.0, 0.051562893696696505), (('wind', 0, 0), 3.0, 0.05840025448452204)]
21;18;2;С;6;['ясно'];749;0.79;0;0.02;-1;201;2020-07-19;Московская область;Москва;0.49;судак;[(('moon', 0, 3), 0.02, 0.030012553702572664), (('moon', 0, 12), 0.02, 0.042842152170647206), (('moon', 0, 0), 0.02, 0.04412523320269603), (('moon', 0, 6), 0.02, 0.050115013653674066)]
0;15;1;ЮЗ;3;['ясно'];749;0.86;0;0.0;0;202;2020-07-20;Московская область;Москва;0.55;судак;[(('ЮЗ', 0, 0), 1.0, 0.02247696324143693), (('gust', 0, 0), 3.0, 0.04626877604963769), (('moon', 1, 18), 0.06, 0.04767789677230743), (('wind', 0, 0), 1.0, 0.04977996462944958)]
3;13;2;З;3;['ясно'];749;0.94;0;0.0;0;202;2020-07-20;Московская область;Москва;0.52;судак;[(('moon', 2, 9), 0.12, 0.014646293260359902), (('gust', 0, 0), 3.0, 0.04293544271630435), (('moon', 1, 18), 0.06, 0.04767789677230743), (('wind', 0, 0), 2.0, 0.0531454818708289)]
6;15;2;З;4;['ясно'];749;0.89;1;0.0;0;202;2020-07-20;Московская область;Москва;0.52;судак;[(('moon', 2, 9), 0.12, 0.014646293260359902), (('gust', 0, 0), 4.0, 0.03770210938297102), (('moon', 1, 18), 0.06, 0.04239218248659314), (('wind', 0, 0), 2.0, 0.056612148537495556)]
9;21;2;СЗ;5;['ясно'];748;0.6;3;0.0;0;202;2020-07-20;Московская область;Москва;0.53;судак;[(('moon', 2, 6), 0.06, 0.019000988815885946), (('moon', 1, 18), 0.06, 0.03998558907999974), (('gust', 0, 0), 5.0, 0.05208713612093893), (('wind', 0, 0), 2.0, 0.05840025448452204)]
12;23;2;СЗ;6;['ясно'];748;0.47;5;0.0;0;202;2020-07-20;Московская область;Москва;0.54;судак;[(('moon', 2, 6), 0.06, 0.020237830921149107), (('moon', 1, 18), 0.06, 0.03998558907999974), (('gust', 0, 0), 6.0, 0.05208713612093893), (('wind', 0, 0), 2.0, 0.05840025448452204)]
15;24;2;СЗ;6;['ясно'];747;0.43;4;0.0;0;202;2020-07-20;Московская область;Москва;0.57;судак;[(('moon', 2, 6), 0.06, 0.020237830921149107), (('moon', 1, 18), 0.06, 0.03998558907999974), (('wind', 0, 0), 2.0, 0.05840025448452204), (('gust', 0, 0), 6.0, 0.059706183739986554)]
18;23;2;СЗ;6;['ясно'];747;0.5;2;0.0;0;202;2020-07-20;Московская область;Москва;0.55;судак;[(('moon', 2, 6), 0.06, 0.020237830921149107), (('moon', 1, 18), 0.02, 0.04767789677230743), (('gust', 0, 0), 6.0, 0.05248251461631742), (('wind', 0, 0), 2.0, 0.06482301871216432)]
21;21;1;СЗ;6;['ясно'];747;0.58;0;0.0;0;202;2020-07-20;Московская область;Москва;0.52;судак;[(('moon', 2, 6), 0.06, 0.020237830921149107), (('moon', 1, 18), 0.02, 0.04767789677230743), (('gust', 0, 0), 6.0, 0.05055449033535196), (('wind', 0, 0), 1.0, 0.05493358781785539)]
0;19;1;СЗ;4;['облачно'];746;0.69;0;0.01;1;203;2020-07-21;Московская область;Москва;0.52;судак;[(('moon', 2, 6), 0.06, 0.020237830921149107), (('moon', 1, 18), 0.02, 0.04767789677230743), (('wind', 0, 0), 1.0, 0.04977996462944958), (('gust', 0, 0), 4.0, 0.05055449033535196)]
3;17;1;З;3;['пасмурно'];746;0.82;0;0.01;1;203;2020-07-21;Московская область;Москва;0.58;судак;[(('пасмурно', 0, 0), 1.0, 0.0272140873015873), (('moon', 1, 18), 0.02, 0.04239218248659314), (('gust', 0, 0), 3.0, 0.04270263848350012), (('wind', 0, 0), 1.0, 0.056612148537495556)]
6;18;1;З;3;['пасмурно'];746;0.75;1;0.01;1;203;2020-07-21;Московская область;Москва;0.59;судак;[(('пасмурно', 0, 0), 1.0, 0.0272140873015873), (('gust', 0, 0), 3.0, 0.03746930515016679), (('moon', 1, 18), 0.02, 0.04239218248659314), (('wind', 0, 0), 1.0, 0.06140666908544077)]
9;20;1;СЗ;4;['пасмурно'];746;0.7;2;0.01;1;203;2020-07-21;Московская область;Москва;0.61;судак;[(('moon', 1, 18), 0.02, 0.03469987479428545), (('пасмурно', 0, 0), 1.0, 0.035601184075780855), (('gust', 0, 0), 4.0, 0.051854331888134694), (('wind', 0, 0), 1.0, 0.05972810836580058)]
12;21;2;З;5;['пасмурно'];746;0.62;3;0.01;1;203;2020-07-21;Московская область;Москва;0.61;судак;[(('moon', 1, 18), 0.02, 0.03469987479428545), (('пасмурно', 0, 0), 1.0, 0.035601184075780855), (('gust', 0, 0), 5.0, 0.051854331888134694), (('wind', 0, 0), 2.0, 0.05816029227384657)]
15;22;3;З;6;['пасмурно'];745;0.56;2;0.01;1;203;2020-07-21;Московская область;Москва;0.62;судак;[(('moon', 1, 18), 0.02, 0.03469987479428545), (('пасмурно', 0, 0), 1.0, 0.035601184075780855), (('wind', 0, 0), 3.0, 0.049760292273846575), (('gust', 0, 0), 6.0, 0.055187665221468035)]
18;20;2;СЗ;6;['облачно'];745;0.68;1;0.01;1;203;2020-07-21;Московская область;Москва;0.58;судак;[(('moon', 2, 6), 0.02, 0.020237830921149107), (('gust', 0, 0), 6.0, 0.0472491812829841), (('moon', 1, 18), 0.0, 0.04767789677230743), (('wind', 0, 0), 2.0, 0.06961753926010954)]
